timestamp,image_response,url,designer,temporada,year
2024_03_01_13_47,"Ropa:

Número de piezas: 2
Prenda principal:
Tipo: Camisa
Color: Negro
Material: Cuero o simil cuero
Categoría: Vestimenta informal/formal
Diseño: Botones a la vista
Textura: Lisa con brillo natural del material
Mangas: Largas
Cuello: Camisero
Largo: Regular
Detalles: Botones en contraste, corte recto, dobladillo sencillo
Otras prendas (opcional):
Pantalones: Negro, Material similar a la camisa, Diseño recto, Largo completo, Detalles de costura del mismo tono
Zapatos:
Tipo: Botas
Color: Negro
Material: Cuero o material sintético
Altura del tacón: Plano
Diseño: Clásico con suela gruesa
Accesorios (opcional):
Sin accesorios visibles",https://assets.vogue.com/photos/65c0b282f669caad9cb6bf57/master/w_2560%2Cc_limit/00002-soulland-fall-2024-ready-to-wear-copenhagen-credit-brand-sascha-oda.jpg,soulland,otoño - invierno,2024
2024_03_01_13_48,"Ropa:

Número de piezas: 4
Prenda principal:
Tipo: Chaleco
Color: Marrón
Material: Lana o mezcla con textura similar
Categoría: Prenda de punto
Diseño: Punto trenzado
Textura: Relieve debido al patrón de punto trenzado
Estampado: Ninguno
Mangas: Sin mangas
Cuello: Redondo
Escote: No aplica
Largo: Corto
Detalles: Corte sin mangas, patrón tejido voluminoso
Otras prendas:
Camisa: Azul claro, Algodón, Estándar, Largo de manga larga, Botones en la parte delantera, Cuello abatido
Pantalones: Azul oscuro, Denim o material similar, Corte recto o holgado, Largo, Cinturón de tela incorporado, Ningún estampado visible
Zapatos:
Tipo: Zapatos planos con pulsera
Color: Negro con detalles blancos
Material: Cuero o material sintético similar
Altura del tacón: Plano
Diseño: Bicolor, punta redonda
Accesorios (opcional):
No se observan accesorios en la imagen proporcionada.",https://assets.vogue.com/photos/65c0b2822f2f333ae6c82d7c/master/w_2560%2Cc_limit/00003-soulland-fall-2024-ready-to-wear-copenhagen-credit-brand-sascha-oda.jpg,soulland,otoño - invierno,2024
2024_03_01_13_48,"Ropa:

Número de piezas: [4]
Prenda principal:
Tipo: [Suéter]
Color: [Multicolor: azul claro, rosa, amarillo, naranja]
Material: [Probablemente lana o una mezcla de tejido sintético]
Categoría: [Ropa casual]
Diseño: [Rayas horizontales]
Textura: [Parece ser tejido de punto]
Estampado: [Rayado]
Mangas: [Largas]
Cuello: [Redondo]
Escote: [N/A]
Largo: [Regular, hasta la línea de la cadera]
Detalles: [Cuello, puños y dobladillo de canalé]
Otras prendas (opcional):
[Falda]: [Marrón con estampado floral], [Probablemente seda o una mezcla con caída], [Estampado floral grande], [Largo midi], [Volantes en el dobladillo], [Estampado floral], [Sin mangas], [Sin cuello], [Sin escote]
Zapatos:
Tipo: [Botas de plataforma]
Color: [Beige]
Material: [Posiblemente ante o un material sintético similar]
Altura del tacón: [Plataforma media]
Diseño: [Botas altas hasta la rodilla]

Accesorios (opcional):
N/A",https://assets.vogue.com/photos/65bcbc60967ee1177b97ae19/master/w_2560%2Cc_limit/00002-helmstedt-fall-2024-ready-to-wear-copenhagen-credit-gorunway.jpg,helmstedt,otoño - invierno,2024
2024_03_01_13_49,"Ropa:

Número de piezas: [4]
Prenda principal:
Tipo: [Vestido]
Color: [Marrón, azul]
Material: [Tejido de punto]
Categoría: [Vestimenta formal/casual]
Diseño: [Con adornos de botones y bolsillos]
Textura: [Texturizado con patrón de cuadros]
Estampado: [Cuadros]
Mangas: [Largas con puños ]
Cuello: [Tipo camisa]
Escote: [Cerrado]
Largo: [Corto, sobre la rodilla]
Detalles: [Ribetes azules, botones dobles frontales, bolsillos con solapas, cintas azules en la cintura y en el cuello]
Otras prendas (opcional):
[Chaqueta]: [Marrón, azul], [Tejido de punto], [Con botonadura y bolsillos], [Larga hasta la cintura], [Ribetes azules, botones dobles frontales], [Cuadros], [Mangas largas], [Cuello tipo camisa]
[Medias]: [Marrón], [Textil elástico], [Uniformes], [Largo hasta el muslo], [Texturizado con estampado geométrico]
Zapatos:
Tipo: [Botines de montaña]
Color: [Negro, marrón, naranja, blanco]
Material: [Cuero, nylon]
Altura del tacón: [Plataforma plana]
Diseño: [Mixto con cordones, detalles en naranja y suela de perfil alto]
Accesorios (opcional):
No se observan accesorios claros en la imagen.",https://assets.vogue.com/photos/65bcbc632a8a19ba0a864826/master/w_2560%2Cc_limit/00003-helmstedt-fall-2024-ready-to-wear-copenhagen-credit-gorunway.jpg,helmstedt,otoño - invierno,2024
2024_03_01_13_49,"Ropa:

Número de piezas: [3]
Prenda principal:
Tipo: [Abrigo]
Color: [Azul denim]
Material: [Denim]
Categoría: [Exterior]
Diseño: [Oversize]
Textura: [Texturizado]
Mangas: [Largas]
Cuello: [Camisero]
Escote: [No aplicable]
Largo: [Medio]
Detalles: [Bolsillos frontales, cierre con botones]

Otras prendas:
[Pantalón]: [Azul denim], [Denim], [Recto], [Largo], [Cintura ajustada, bolsillos laterales], [Ninguno], [Ninguno], [Ninguno], [Ninguno]
[Camiseta]: [Rojo], [No determinado], [Básica], [Estándar], [Ninguno], [Ninguno], [Largas], [Redondo], [Ninguno]

Zapatos:
Tipo: [Zapatos de tacón]
Color: [Negro]
Material: [No determinado]
Altura del tacón: [Medio]
Diseño: [Punta redonda con tira y hebilla]

Accesorios (opcional):
[Sin información visible de accesorios]",https://assets.vogue.com/photos/65bbbb5456497d42e12673fa/master/w_2560%2Cc_limit/00002-caro-editions-fall-2024-ready-to-wear-copenhagen-credit-nikolai-moeller.jpg,caro-editions,otoño - invierno,2024
2024_03_01_13_49,"Ropa:

Número de piezas: 3
Prenda principal:
Tipo: Mono
Color: Azul índigo
Material: Vaquero o denim
Categoría: Informal/Formal
Diseño: Clásico de trabajo
Textura: Textil robusto con trama diagonal
Estampado: Ninguno
Mangas: Cortas
Cuello: Solapas de muesca
Escote: No aplica
Largo: Largo
Detalles: Botones frontales, bolsillos en pecho y cintura, cinturón rojo de tela
Otras prendas (opcional):
Chaqueta: Azul índigo, Vaquero o denim, Corto, Sin detalles adicionales más allá del tejido y los botones, Sin estampado, Mangas cortas
Pañuelo: Rojo, Tela suave (posible seda o sintético), Anudado al cuello, Detalles no visibles
Zapatos:
Tipo: Bailarinas planas
Color: Rojo
Material: Cuero o sintético
Altura del tacón: Plano
Diseño: Clásico con una pequeña decoración en la punta
Accesorios (opcional):
Cinturón: Rojo, Tela, Estilo correa con hebilla
Pañuelo: Rojo, Seda o sintético, Estilo simple anudado",https://assets.vogue.com/photos/65bbbb54edac314092f5878a/master/w_2560%2Cc_limit/00003-caro-editions-fall-2024-ready-to-wear-copenhagen-credit-nikolai-moeller.jpg,caro-editions,otoño - invierno,2024
2024_03_01_13_50,"Ropa:

Número de piezas: [3]
Prenda principal:
Tipo: [Abrigo]
Color: [Gris]
Material: [Parece ser lana o una mezcla de lana]
Categoría: [Ropa exterior]
Diseño: [Oversize, estructurado]
Textura: [Texturizado con posible patrón de espiga]
Mangas: [Largas]
Cuello: [Clásico de abrigo]
Escote: [No aplicable]
Largo: [Largo, por debajo de la rodilla]
Detalles: [Doble botonadura, solapas anchas, bolsillos laterales]
Otras prendas (opcional):
[Pantalones]: [Negro], [Tela lisa], [Corte recto], [Largo al suelo], [Cintura alta]
[Camisa]: [Negro], [Desconocido], [Simple], [Debajo de la cadera], [Cuello alto], [Mangas largas]
Zapatos:
Tipo: [Botas]
Color: [Negro]
Material: [Cuero o imitación cuero]
Altura del tacón: [Tacón bajo a medio]
Diseño: [Altas hasta la rodilla, ajustadas]
Accesorios (opcional):
[Collar]: [Negro], [Desconocido], [Estilo simple, posiblemente geométrico]
[Anillo]: [Plateado], [Metal], [Estilo minimalista]",https://assets.vogue.com/photos/65bbb2d41ee3ae8488e8b405/master/w_2560%2Cc_limit/00002-mark-kenly-domino-tan-fall-2024-ready-to-wear-copenhagen-credit%2520gorunway.jpg,mark-kenly-domino-tan,otoño - invierno,2024
2024_03_01_13_50,"Ropa:

Número de piezas: 3
Prenda principal:
Tipo: Abrigo
Color: Gris
Material: Lana o una mezcla que simula la lana
Categoría: Prenda de vestir exterior
Diseño: Voluminoso, acolchado
Textura: Tejido de punto visible en áreas grises más oscuras
Mangas: Largas y amplias
Cuello: Alto, con detalle de piel sintética o real
Escote: No aplicable
Largo: Medio (hasta la mitad del muslo)
Detalles: Bolsillos grandes, cierre frontal, cintura elástica interior
Otras prendas (opcional):
Pantalón: Gris, mismo material que el abrigo, diseño holgado, largo hasta el tobillo, cintura elástica y bandas elásticas en los tobillos
Zapatos:
Tipo: Botas altas de montar
Color: Negro
Material: Cuero o material sintético
Altura del tacón: Bajo a medio
Diseño: Lisa, ajustadas a la pierna, sin detalles adicionales visibles
Accesorios (opcional):
No se observan accesorios distintivos en la imagen.",https://assets.vogue.com/photos/65bbb2d438732674bb1e3351/master/w_2560%2Cc_limit/00003-mark-kenly-domino-tan-fall-2024-ready-to-wear-copenhagen-credit%2520gorunway.jpg,mark-kenly-domino-tan,otoño - invierno,2024
2024_03_01_13_50,"Ropa:

Número de piezas: [3]
Prenda principal:
Tipo: [Sudadera]
Color: [Gris con detalles multicolor]
Material: [Tejido probablemente sintético o mezcla]
Categoría: [Casual/Moda]
Diseño: [Estilo jersey tejido]
Textura: [Texturizado con dibujos tejidos]
Estampado: [Geométrico en la parte central]
Mangas: [Largas]
Cuello: [Redondo]
Escote: [No aplica]
Largo: [A la cadera]
Detalles: [Mezcla de colores en diseño, ribete en el cuello y mangas]

Otras prendas:
Pantalón: [Multicolor], [Desconocido, posiblemente algodón o mezcla], [Con pintura o efecto tie-dye], [Largo hasta el tobillo], [Bolsillos delanteros], [Sin estampado], [Sin mangas], [Sin cuello], [Sin escote]

Zapatos:
Tipo: [Zapato de tacón]
Color: [Rojo con detalle en negro]
Material: [Cuero o material sintético]
Altura del tacón: [Medio/alto]
Diseño: [Con puntera y talón contrastantes]

Accesorios (opcional):
Collar: [Azul claro], [Desconocido], [Grueso/corto estilo gargantilla]",https://assets.vogue.com/photos/65bb520a7eeccf5cebf0a428/master/w_2560%2Cc_limit/00002-paolina-russo-fall-2024-ready-to-wear-copenhagen-credit-gorunway.jpg,paolina-russo,otoño - invierno,2024
2024_03_01_13_51,"Ropa:

Número de piezas: 3
Prenda principal:
Tipo: Camiseta
Color: Negro
Material: Algodón
Categoría: Casual
Diseño: Sencillo
Textura: Lisa
Estampado: Símbolo decorativo en el centro
Mangas: Cortas
Cuello: Redondo
Escote: No aplica
Largo: Regular
Detalles: Ninguno
Otras prendas:
Tipo de prenda: Cinturón
Color: Negro y plata
Material: Desconocido, parece textil con piezas metálicas
Diseño: Multi-capa con colgantes
Largo: N/A
Detalles: Colgantes metálicos, capas superpuestas
Tipo de prenda: Pantalones
Color: Azul (efecto desgastado)
Material: Denim
Diseño: Vaqueros
Largo: Largo
Detalles: Desgastados, efecto manchado, diseño desestructurado
Zapatos:
Tipo: Botas
Color: Negro
Material: Cuero o material sintético similar
Altura del tacón: Plano
Diseño: Sencillo
Accesorios:
Tipo de accesorio: Collar
Color: Negro, plata
Material: Metal y textil
Estilo: Decorativo, con colgantes
Tipo de accesorio: Pulsera
Color: Plata
Material: Metal
Estilo: Brazalete metálico con adornos
",https://assets.vogue.com/photos/65bb52099b38bc8e354976cf/master/w_2560%2Cc_limit/00003-paolina-russo-fall-2024-ready-to-wear-copenhagen-credit-gorunway.jpg,paolina-russo,otoño - invierno,2024
2024_03_01_13_51,"Ropa:

Número de piezas: 3

Prenda principal:
Tipo: Blusa
Color: Blanco
Material: Tela liviana, posiblemente algodón o una mezcla sintética
Categoría: Casual/Deportiva
Diseño: Con capas solapadas
Textura: Lisa y suave
Mangas: Largas con detalles acanalados en los puños
Cuello: Alto
Escote: No, debido al cuello alto
Largo: Estándar
Detalles: Logo en el pecho, pliegues o capas superpuestas en la parte inferior delantera, detalles acanalados en los puños

Otras prendas (opcional):
Falda: Rojo vino, Cuero o material sintético similar, Liso, Midi, Corte diagonal en el dobladillo
Zapatos:
Tipo: Botas a media pierna
Color: Negro
Material: Tela elástica o cuerina
Altura del tacón: Plano
Diseño: Ajustadas, diseño minimalista

Accesorios (opcional):
Bolso: Marrón oscuro, Material no identificable pero parece cuero o un sintético similar, Estilo sencillo de mano con detalles de costuras y forma irregular",https://assets.vogue.com/photos/65bb637827ad11ccf6e17c47/master/w_2560%2Cc_limit/00002-baum-und-pferdgarten-fall-2024-ready-to-wear-copenhagen-credit-gorunway.jpg,baum-und-pferdgarten,otoño - invierno,2024
2024_03_01_13_52,"Ropa:

Número de piezas: [3]
Prenda principal:
Tipo: [Blazer]
Color: [Negro]
Material: [Parece ser lana o una mezcla sintética]
Categoría: [Ropa formal/ropa de trabajo]
Diseño: [Estructurado]
Textura: [Lisa]
Estampado: [Ninguno]
Mangas: [Largas]
Cuello: [Con solapas]
Escote: [No aplica]
Largo: [Estándar hasta la cadera]
Detalles: [Solapas, cierre con botones, bolsillos delanteros]
Otras prendas (opcional):
[Camisa]: [Blanco], [Algodón o mezcla], [Estándar de botones], [Estándar], [Cuello doblado, botones frontales], [Sin estampado], [Mangas largas], [Cuello clásico], [Sin escote]
[Pantalones]: [Negro], [Parece ser lana o una mezcla sintética], [Rectos], [Largo completo hasta el tobillo], [Cintura alta, corte recto], [Sin estampado]
Zapatos:
Tipo: [Zapatillas deportivas]
Color: [Gris con detalles en blanco y negro]
Material: [Combinación de tela y goma]
Altura del tacón: [Plana]
Diseño: [Deportivo]
Accesorios (opcional):
[Cadena/Collar]: [Dorado], [Metal], [Estilo en capas, múltiples cadenas]",https://assets.vogue.com/photos/65bb637832461038aa9644a7/master/w_2560%2Cc_limit/00003-baum-und-pferdgarten-fall-2024-ready-to-wear-copenhagen-credit-gorunway.jpg,baum-und-pferdgarten,otoño - invierno,2024
2024_03_01_13_52,"Ropa:

Número de piezas: [4]
Prenda principal:
Tipo: [Vestido]
Color: [Verde con detalles en amarillo y negro]
Material: [Tela con apariencia de ser seda o similar]
Categoría: [Vestimenta formal/casual elegante]
Diseño: [Drapeado]
Textura: [Lisa con aspecto satinado]
Estampado: [Abstracto, similar a pinceladas]
Mangas: [Largas y ajustadas]
Cuello: [Alto]
Escote: [Ninguno, debido al cuello alto]
Largo: [Midi]
Detalles: [Cinturón del mismo material y estampado, abertura lateral en la falda, pliegues sutiles]
Otras prendas (opcional):
[Gafas de sol]: [Negro], [Material sintético o metal], [Diseño geométrico], [Detalles metálicos]
[Guantes]: [Negro], [Cuero o material sintético], [Liso], [Detalles de costura]
Zapatos:
Tipo: [Botas]
Color: [Rojo oscuro]
Material: [Cuero o material sintético con acabado brillante]
Altura del tacón: [Plataforma baja]
Diseño: [Botas de caña alta con cordones frontales]
Accesorios (opcional):
[Cinturón]: [Mismo estampado que el vestido], [Mismo material que el vestido], [Estilo correa ancha]",https://assets.vogue.com/photos/65ba91c3b82c1d3f0b034459/master/w_2560%2Cc_limit/00002-henrik-vibskov-fall-2024-ready-to-wear-copenhagen-credit-gorunway.jpg,henrik-vibskov,otoño - invierno,2024
