timestamp,image_response,url,designer,temporada,year,tipo,pasarela
2024_03_06_17_45,"Ropa:

Número de piezas: [3]
Prenda principal:
Tipo: [Vestido]
Color: [Negro]
Material: [Adornos de lentejuelas o cuentas]
Categoría: [Vestimenta formal]
Diseño: [Contorneado al cuerpo]
Textura: [Texturizado con detalles brillantes]
Estampado: [No aplica]
Mangas: [Largas con hombros descubiertos]
Cuello: [Hombros descubiertos]
Escote: [Corazón con detalles irregulares]
Largo: [Midi]
Detalles: [Detalle de plumas en hombros, decoración con lentejuelas o cuentas, flecos en la parte inferior del vestido, transparencias en escote y mangas]
Otras prendas (opcional):
[Guantes]: [Negro], [Adornos de lentejuelas o cuentas], [Diseño ajustado], [Hasta el codo], [Conjunto con el vestido]
[Zapatos]:
Tipo: [Sandalias de tacón]
Color: [Negro]
Material: [Posiblemente cuero o material sintético]
Altura del tacón: [Medio-alto]
Diseño: [Con tiras y talón cubierto]
Accesorios (opcional):
[Velo de malla o tocado]: [Negro], [Malla], [Estilo vintage]
[Bolso de mano]: [Negro], [Adornos a juego con el vestido], [Estilo clutch]","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=682,height=1024/m/5270/ca68/8e11/be1d/9582/ea54/e04b/c2ca/57ff/ae6d/ae6d.jpg",Julien Fournié,Primavera-verano,2024,Alta costura,París
2024_03_06_17_45,"Ropa:

Número de piezas: 1
Prenda principal:
Tipo: Vestido
Color: Dorado
Material: Parece ser un tejido metálico o con acabado metálico
Categoría: Alta costura
Diseño: Estructurado
Textura: Textura metálica con efecto de papel arrugado
Estampado: No aplica
Mangas: Sin mangas, con una sola hombrera asimétrica
Cuello: No aplica
Escote: Asimétrico
Largo: Mini (corto)
Detalles: Asimetría en la construcción, hombrera estructurada
Zapatos:
Tipo: Zapatos de salón (tacones)
Color: Dorado
Material: Acabado metálico brillante
Altura del tacón: Alto
Diseño: Clásico
Accesorios (opcional):
No se pueden identificar accesorios distintos en esta imagen.","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=682,height=1024/m/8a6b/4a93/8afc/e757/1642/043b/b9ea/a081/cd96/0cb8/0cb8.jpg",Rvdk Ronald Van Der Kemp,Primavera-verano,2024,Alta costura,París
2024_03_06_17_46,"Ropa:

Número de piezas: 3
Prenda principal:
Tipo: Chaqueta
Color: Blanco con detalles en colores pastel
Material: Posiblemente seda o una mezcla similar liviana
Categoría: Exteriores/Urbano
Diseño: Cortes estructurados con bordados florales
Textura: Liso con textura de bordado
Estampado: Floral
Mangas: Largas con bordados
Cuello: Con cuello alto y detalles
Escote: No aplicable
Largo: Hasta la cintura
Detalles: Bordados florales, transparencias, cierre frontal
Otras prendas (opcional):
Pantalón: Rosa claro, Material desconocido, Diseño recto, Largo completo, Detalles plisados frontales
Blusa: No completamente visible
Zapatos:
Tipo: Botas
Color: Nude/beige
Material: Cuero o material sintético similar
Altura del tacón: Tacón bajo a medio
Diseño: Design simple, pierna alta
Accesorios (opcional):
Pendientes: Dorados, Metal, Aretes largos
Bolsa de mano: Marrón con tonalidad dorada, Cuentas o material similar, Fruncido con cadena larga","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=682,height=1024/m/d80a/0b93/4728/13a2/62d7/7e48/6809/ca4c/6563/e8da/e8da.jpg",Giorgio Armani Prive,Primavera-verano,2024,Alta costura,París
2024_03_06_17_46,"Ropa:

Número de piezas: [2]
Prenda principal:
Tipo: [Top asimétrico]
Color: [Negro]
Material: [Es posible que sea una mezcla de materiales sintéticos, pero no puedo confirmar el material exacto sin más información]
Categoría: [Vestimenta formal / moda de alta costura]
Diseño: [Asimétrico]
Textura: [Lisa]
Estampado: [Ninguno]
Mangas: [Sin mangas en un lado, manga corta en el otro]
Cuello: [Inexistente - diseño asimétrico]
Escote: [Asimétrico]
Largo: [Variable - asimétrico, extendido en un lado hasta cerca de la rodilla]
Detalles: [Asimetría pronunciada, drapado sobre un hombro]
Otras prendas (opcional):
[Pantalones]: [Negro], [Material desconocido], [Diseño recto], [Largo completo], [Corte ajustado], [Sin estampado], [Sin mangas], [Cintura alta]
Zapatos:
Tipo: [Zapatos de tacón cerrados]
Color: [Negro]
Material: [Material liso posiblemente cuero o sintético]
Altura del tacón: [Media]
Diseño: [Clásico]
Accesorios (opcional):
[Brazalete]: [Dorado], [Metal], [Estilo grueso y curvilíneo]",https://media.fashionnetwork.com/m/d392/8d94/b428/ac50/3b98/b4db/2f58/109b/a8c3/1d66/1d66.jpg,Alexandre Vauthier,Primavera-verano,2024,Alta costura,París
2024_03_06_17_47,"Ropa:

Número de piezas: [2]
Prenda principal:
Tipo: [Pantalón]
Color: [Dorado]
Material: [Brillante, posiblemente lentejuelas o tejido metálico]
Categoría: [Vestimenta formal o de alta costura]
Diseño: [Pantalón acampanado]
Textura: [Texturizado, con brillo]
Estampado: [Sin estampado]
Mangas: [No aplica]
Cuello: [No aplica]
Escote: [No aplica]
Largo: [Largo]
Detalles: [Ajuste ceñido en la cintura y caderas, se ensancha notablemente desde la rodilla]

Otras prendas (opcional):
[Capa o cubierta superior]: [Negro con hilos dorados], [Translúcido con posibles adornos o hilos metálicos], [Diseño con volumen], [Extragrande, cubre la cabeza y la parte superior del cuerpo completamente], [Con textura y parece tener una cierta rigidez que mantiene la forma]

Zapatos:
Tipo: [No visible]
Color: [No visible]
Material: [No visible]
Altura del tacón: [No visible]
Diseño: [No visible]

Accesorios (opcional):
[Tipo de accesorio]: [No visible], [No visible], [No visible]
[Tipo de accesorio]: [No visible], [No visible], [No visible]","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/11e5/3158/f44a/167e/3e5a/014d/2319/04bd/2ca0/bed7/bed7.jpg",Ashi Studio,Primavera-verano,2024,Alta costura,París
2024_03_06_17_47,"Ropa:

Número de piezas: [2]
Prenda principal:
Tipo: [Vestido]
Color: [Blanco]
Material: [Tul]
Categoría: [Alta costura]
Diseño: [Minimalista]
Textura: [Transparente]
Estampado: [Ninguno]
Mangas: [Sin mangas]
Cuello: [No aplica]
Escote: [Profundo en V]
Largo: [Largo]
Detalles: [Cinturón rojo, ribete rojo frontal]
Otras prendas (opcional):
[Tipo de prenda]: [Panty], [Color: Desconocido], [Material: Tejido elástico], [Diseño: Básico], [Largo: Largo hasta el tobillo], [Detalles: Ajuste ceñido]

Zapatos:
Tipo: [No visibles]
Color: [No visible]
Material: [No visible]
Altura del tacón: [No visible]
Diseño: [No visible]

Accesorios (opcional):
No se observan accesorios visibles en la imagen proporcionada.","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/53c3/4108/fca4/b668/d818/c36b/871c/5797/73bc/c9ed/c9ed.jpg",Aelis,Primavera-verano,2024,Alta costura,París
2024_03_06_17_47,"Ropa:

Número de piezas: 3
Prenda principal:
Tipo: Falda
Color: Negro
Material: Tela fluida, posible seda o una mezcla sintética
Categoría: Moda femenina, alta costura
Diseño: Con abertura frontal
Textura: Lisa con caída suave
Estampado: No aplicable
Mangas: No aplicable
Cuello: No aplicable
Escote: No aplicable
Largo: Largo (hasta el suelo)
Detalles: Altura de la abertura frontal hasta el muslo, cintura ajustada
Otras prendas (opcional):
Chaqueta: Negro, textura adornada con aplicaciones, corto, hombros estructurados y decorados con aplicaciones, sin estampado, mangas largas acabadas en punta
Top: Negro, textura lisa, diseño de corte bajo el pecho, corto, no hay detalles adicionales, sin estampado, sin mangas, cuello alto
Zapatos:
Tipo: Sandalias de tacón
Color: Negro
Material: Cuero o similar
Altura del tacón: Alto
Diseño: Minimalista con tiras finas
Accesorios (opcional):
No se observan accesorios visibles en la imagen.","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/d352/5ccb/241f/1a93/ce56/7c37/1237/03f8/3525/a611/a611.jpg",Gaurav Gupta,Primavera-verano,2024,Alta costura,París
2024_03_06_17_47,"Ropa:

Número de piezas: 1
Prenda principal:
Tipo: Vestido
Color: Negro
Material: Parece ser una mezcla de tejidos sintéticos o lana, pero la imagen no permite una identificación precisa
Categoría: Moda femenina, alta costura
Diseño: Asimétrico
Textura: Lisa con posible textura en la zona del adorno
Estampado: Ninguno
Mangas: Una manga larga, otra ausente
Cuello: Ausente
Escote: Asimétrico
Largo: Largo hasta el suelo
Detalles: Adorno grande en el hombro derecho, abertura alta en la pierna izquierda
Zapatos:
Tipo: Salón bajo o bailarina
Color: Negro
Material: Tela o cuero
Altura del tacón: Bajo/plano
Diseño: Clásico
Accesorios (opcional):
No se observan accesorios notables en la imagen.","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/4359/57b2/d4a2/a042/9b94/61bc/d5b0/7f47/e2b2/6ac1/6ac1.jpg",Peet Dullaert,Primavera-verano,2024,Alta costura,París
2024_03_06_17_48,"Ropa:

Número de piezas: 1
Prenda principal:
Tipo: Vestido
Color: Negro
Material: Parece ser una mezcla de tejidos lisos, posiblemente seda o una mezcla sintética con acabado de satén
Categoría: Vestimenta formal/Noche
Diseño: Recto
Textura: Liso con acabado brillante
Estampado: Ninguno
Mangas: Sin mangas
Cuello: No aplicable
Escote: Sin tirantes
Largo: Midi
Detalles: Corte recto, dobladillo asimétrico
Otras prendas (opcional):
No aplicable
Zapatos:
Tipo: Tacones
Color: Negro
Material: Parecen ser de piel con acabado brillante o charol
Altura del tacón: Medio
Diseño: Tacones clásicos de punta cerrada
Accesorios (opcional):
Bolso de mano: Plateado, Material desconocido aparentemente metálico, Estilo clutch con textura
","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/cc9b/5bda/bd2b/d398/0b1a/5128/3342/303f/aa45/61c3/61c3.jpg",FENDI,Primavera-verano,2024,Alta costura,París
2024_03_06_17_48,"Ropa:

Número de piezas: [2]
Prenda principal:
Tipo: [Traje de pantalón]
Color: [Negro]
Material: [Parece ser lentejuelas o material brillante]
Categoría: [Vestimenta formal/ Alta costura]
Diseño: [Entallado]
Textura: [Texturizado con brillo]
Estampado: [Sin estampado]
Mangas: [Largas]
Cuello: [Tipo militar]
Escote: [No aplicable]
Largo: [Largo completo del pantalón, chaqueta de largo a la cadera]
Detalles: [Botones en la parte frontal, hombreras marcadas]
Otras prendas (opcional):
Sombrero: [Negro], [Material desconocido], [Diseño de ala ancha], [Largo extendido], [Sin detalles adicionales visibles]
Zapatos:
Tipo: [No visibles]
Color: [No visibles]
Material: [No visibles]
Altura del tacón: [No visible]
Diseño: [No visible]
Accesorios (opcional):
Clutch (bolsa de mano): [Negro], [Parece ser piel o material similar], [Estilo simple y elegante]","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/dd48/f1e7/c181/9fcb/6f8a/4532/3a61/328f/8d15/4729/4729.jpg",Robert Wun,Primavera-verano,2024,Alta costura,París
2024_03_06_17_48,"Ropa:

Número de piezas: [3]
Prenda principal:
Tipo: [Pantalón]
Color: [Negro]
Material: [Parece ser lana o una mezcla similar]
Categoría: [Ropa formal/masculina]
Diseño: [Corte recto]
Textura: [Liso]
Largo: [Largo]
Detalles: [Alta cintura, pliegues frontales]
Otras prendas (opcional):
[Prenda sobre el torso]: [Color piel], [Sin material], [Sin diseño], [Sin largo], [Sin detalles], [Sin estampado], [Sin mangas], [Sin cuello], [Sin escote]
Zapatos:
Tipo: [Zapatos de vestir con cordones]
Color: [Negro]
Material: [Cuero pulido o charol]
Altura del tacón: [Plano]
Diseño: [Brillo intenso, puntera redonda]
Accesorios (opcional):
[Manilla/Pulsera]: [Plateado], [Metal], [Estilo minimalista]

Notas adicionales:
El modelo está presentando una estética inusual, lleva un pantalón formal pero no hay prenda superior, mostrando una mezcla de formalidad con un giro provocativo y artístico. El brillo en los zapatos añade un contraste textural con el mate del pantalón. La pulsera de metal aporta un toque contemporáneo al conjunto.","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=320,height=480/m/6aed/3ed1/a49a/44b4/8d53/e86d/ab05/e5c5/3bce/77df/77df.jpg",Maison Margiela,Primavera-verano,2024,Alta costura,París
2024_03_06_17_49,"Ropa:

Número de piezas: [3]
Prenda principal:
Tipo: [Vestido]
Color: [Negro y verde oliva]
Material: [Parece ser una mezcla de algodón o poliéster]
Categoría: [Vestimenta formal/De pasarela]
Diseño: [Asimétrico]
Textura: [Lisa]
Estampado: [Ninguno]
Mangas: [Cortas en el lado derecho, sin manga en el lado izquierdo]
Cuello: [Alto]
Escote: [Ninguno]
Largo: [Midi]
Detalles: [Recorte asimétrico, botones decorativos en el hombro derecho, cinturón incorporado en tono verde oliva]
Otras prendas (opcional):
[Guantelete]: [Negro], [Desconocido], [Liso], [Extendido hasta el bícep], [Sin detalles adicionales]
[Boina]: [Negra], [Desconocido], [Lisa], [Ajuste estándar], [Sin detalles adicionales]
Zapatos:
Tipo: [Botín]
Color: [Negro]
Material: [Cuero o cuero sintético]
Altura del tacón: [Plano]
Diseño: [Estilo militar]
Accesorios (opcional):
[Tipo de accesorio no visible en la imagen]","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=682,height=1024/m/19bc/ed07/39d2/0c0b/0dd9/4f90/f0f2/cc91/4740/3d6f/3d6f.jpg",Yuima Nakazato,Primavera-verano,2024,Alta costura,París
2024_03_06_17_49,"Ropa:

Número de piezas: [3]
Prenda principal:
Tipo: [Túnica o vestido]
Color: [Tonos tierra, beige y marrón con estampado]
Material: [No determinable a partir de la imagen]
Categoría: [Ropa de pasarela o conceptual]
Diseño: [Asimétrico]
Textura: [Parece tener una textura orgánica o rústica]
Estampado: [Abstracto con manchas o pinceladas]
Mangas: [Sin mangas]
Cuello: [Cuello irregular]
Escote: [No aplicable]
Largo: [Largo hasta el suelo]
Detalles: [Bordes sin rematar, capa superpuesta irregular, aberturas asimétricas]
Otras prendas (opcional):
[Pantalones]: [No visibles, no aplicable]
Zapatos:
Tipo: [No visibles, no aplicable]

Accesorios (opcional):
[Bastón]: [Madera natural], [Madera], [Rústico]
[Barba]: [Gris], [Vello facial], [Natural]","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=682,height=1024/m/9449/f596/575f/d6e4/54cd/217a/65a8/ee16/143a/1679/1679.jpg",Franck Sorbier,Primavera-verano,2024,Alta costura,París
2024_03_06_17_49,"Ropa:

Número de piezas: 1
Prenda principal:
Tipo: Vestido
Color: Marfil
Material: Seda o similar con aplicaciones bordadas
Categoría: Alta costura
Diseño: Asimétrico con cola
Textura: Liso con bordados en relieve
Estampado: No tiene, pero presenta aplicaciones bordadas
Mangas: Sin mangas
Cuello: No aplica
Escote: Profundo en V
Largo: Asimétrico (corto al frente y largo atrás con cola)
Detalles: Bordados decorativos, abertura frontal, cuello halter, aplicaciones translúcidas
Zapatos:
Tipo: No visibles

Accesorios (opcional):
No se observan accesorios visibles en la imagen.","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=682,height=1024/m/6638/4d6c/451c/1017/998c/e654/141a/8da7/44c4/de3d/de3d.jpg",Elie Saab,Primavera-verano,2024,Alta costura,París
2024_03_06_17_49,"Ropa:

Número de piezas: 1
Prenda principal:
Tipo: Vestido
Color: Beige
Material: Encaje y tela transparente
Categoría: Alta costura
Diseño: Estructurado con aplicaciones botánicas
Textura: Intrincada y delicada
Estampado: Botánico/Aplicaciones de plantas
Mangas: Largas y transparentes
Cuello: Alto
Escote: No aplica
Largo: Largo hasta tobillo con cola
Detalles: Aplicaciones bordadas, transparencias, diseño de peplum en la cintura
Otras prendas (opcional):
No aplica

Zapatos:
Tipo: Zapatos de tacón
Color: Desnudo o transparente
Material: Posiblemente acrílico o plástico con aspecto de cristal
Altura del tacón: Alto
Diseño: Transparente
Accesorios (opcional):
No se observan accesorios visibles en la imagen.","https://media.fashionnetwork.com/cdn-cgi/image/fit=cover,width=682,height=1024/m/ceeb/dfea/7d88/0b4e/5f7c/7b88/c357/084f/08e7/3513/3513.jpg",Jean Paul Gaultier,Primavera-verano,2024,Alta costura,París
